lang,tid,sportid,brandid,translatedtext,objecttype,basetid,original,version
de,daznbetde_CN_BG-4967,BKB,daznbetde,Guatemala Liga Mayor Metropolitana  ,competition,CN_BG-4967,Guatemala Liga Mayor Metropolitana  - Guatemala,1
de,daznbetde_CN_BG-5042,BKB,daznbetde,Qatar Emir Cup ,competition,CN_BG-5042,Qatar Emir Cup - Qatar,1
de,daznbetde_CN_BG-5182,BKB,daznbetde,Serbia Superleague ,competition,CN_BG-5182,Serbia Superleague - Serbia,1
de,daznbetde_CN_BG-5319,BKB,daznbetde,International Friendlies U20 ,competition,CN_BG-5319,International Friendlies U20 - World,1
de,daznbetde_CN_BG-5343,BKB,daznbetde,Philippines Collegiate Champions League Preseason  ,competition,CN_BG-5343,Philippines Collegiate Champions League Preseason  - Philippines,1
de,daznbetde_CN_BG-5349,BKB,daznbetde,Uruguay Liga Metro ,competition,CN_BG-5349,Uruguay Liga Metro - Uruguay,1
de,daznbetde_CN_BG-5385,BKB,daznbetde,Vietnam Basketball League ,competition,CN_BG-5385,Vietnam Basketball League - Vietnam,1
de,daznbetde_CN_BG-5560,BKB,daznbetde,International Friendlies ,competition,CN_BG-5560,International Friendlies - World,1
de,daznbetde_CN_BG-5574,BKB,daznbetde,Brazil LDB U22 ,competition,CN_BG-5574,Brazil LDB U22 - Brazil,1
de,daznbetde_CN_BG-5803,BKB,daznbetde,FIBA Eurobasket Women ,competition,CN_BG-5803,FIBA Eurobasket Women - Europe,1
de,daznbetde_CN_BG-5804,BKB,daznbetde,FIBA AfroCan Qualification ,competition,CN_BG-5804,FIBA AfroCan Qualification - Africa,1
de,daznbetde_CN_BG-5835,BKB,daznbetde,FIBA World Championship U19 ,competition,CN_BG-5835,FIBA World Championship U19 - World,1
de,daznbetde_CN_BG-5884,BKB,daznbetde,FIBA Asia Cup Women ,competition,CN_BG-5884,FIBA Asia Cup Women - Asia,1
de,daznbetde_CN_BG-6021,BKB,daznbetde,Brazil Argentina Torneo Interligas U23 ,competition,CN_BG-6021,Brazil Argentina Torneo Interligas U23 - Argentina,1
de,daznbetde_CN_BG-6040,BKB,daznbetde,Argentina Liga Federal ,competition,CN_BG-6040,Argentina Liga Federal - Argentina,1
de,daznbetde_CN_BG-6041,BKB,daznbetde,Nordic Championship Women U20 ,competition,CN_BG-6041,Nordic Championship Women U20 - Europe,1
de,daznbetde_CN_BG-6057,BKB,daznbetde,Central American and Caribbean Games ,competition,CN_BG-6057,Central American and Caribbean Games - Americas,1
de,daznbetde_CN_BG-6058,BKB,daznbetde,FIBA AmeriCup Women ,competition,CN_BG-6058,FIBA AmeriCup Women - Americas,1
de,daznbetde_CN_BG-6067,BKB,daznbetde,China National Basketball League ,competition,CN_BG-6067,China National Basketball League - China,1
de,daznbetde_CN_BG-6070,BKB,daznbetde,Thailand Basketball League ,competition,CN_BG-6070,Thailand Basketball League - Thailand,1
de,daznbetde_CN_BG-6193,BKB,daznbetde,International Friendlies Women U20 ,competition,CN_BG-6193,International Friendlies Women U20 - World,1
de,daznbetde_CN_BG-6202,BKB,daznbetde,Dominican Republic LNB ,competition,CN_BG-6202,Dominican Republic LNB - Dominican Republic,1
de,daznbetde_CN_BG-6225,BKB,daznbetde,European Championship Men Division B U20 ,competition,CN_BG-6225,European Championship Men Division B U20 - Europe,1
de,daznbetde_CN_BG-6247,BKB,daznbetde,European Championship Men Division A U20 ,competition,CN_BG-6247,European Championship Men Division A U20 - Europe,1
de,daznbetde_CN_BG-6255,BKB,daznbetde,FIBA AfroCan ,competition,CN_BG-6255,FIBA AfroCan - Africa,1
de,daznbetde_CN_BG-6319,BKB,daznbetde,New Zealand Championship Women ,competition,CN_BG-6319,New Zealand Championship Women - New Zealand,1
de,daznbetde_CN_BG-6439,BKB,daznbetde,FIBA World Championship Women U19  ,competition,CN_BG-6439,FIBA World Championship Women U19  - World,1
de,daznbetde_CN_BG-6571,BKB,daznbetde,FIBA EuroBasket Pre,competition,CN_BG-6571,FIBA EuroBasket Pre-Qualifiers - Europe,1
de,daznbetde_CN_BG-6595,BKB,daznbetde,Hong Kong Silver Shield Cup ,competition,CN_BG-6595,Hong Kong Silver Shield Cup - Hong Kong,1
de,daznbetde_CN_BG-6653,BKB,daznbetde,China National Basketball Championship Women ,competition,CN_BG-6653,China National Basketball Championship Women - China,1
de,daznbetde_CN_BG-6666,BKB,daznbetde,Malaysia MBL Invitational Cup Women ,competition,CN_BG-6666,Malaysia MBL Invitational Cup Women - Malaysia,1
de,daznbetde_CN_BG-6667,BKB,daznbetde,Hong Kong Silver Shield Cup Women ,competition,CN_BG-6667,Hong Kong Silver Shield Cup Women - Hong Kong,1
de,daznbetde_CN_BG-6670,BKB,daznbetde,Ecuador Liga Nacional ,competition,CN_BG-6670,Ecuador Liga Nacional - Ecuador,1
de,daznbetde_CN_BG-6685,BKB,daznbetde,Malaysia Maba Cup ,competition,CN_BG-6685,Malaysia Maba Cup - Malaysia,1
de,daznbetde_CN_BG-6948,BKB,daznbetde,Brazil Paulista ,competition,CN_BG-6948,Brazil Paulista - Brazil,1
de,daznbetde_CN_BG-7015,BKB,daznbetde,European Championship Division A Women U20 ,competition,CN_BG-7015,European Championship Division A Women U20 - Europe,1
de,daznbetde_CN_BG-7062,BKB,daznbetde,Puerto Rico Superior Nacional Women ,competition,CN_BG-7062,Puerto Rico Superior Nacional Women - Puerto Rico,1
de,daznbetde_CN_BG-7241,BKB,daznbetde,Nicaragua Superior League ,competition,CN_BG-7241,Nicaragua Superior League - Nicaragua,1
de,daznbetde_CN_BG-7350,BKB,daznbetde,William Jones Cup ,competition,CN_BG-7350,William Jones Cup - Taiwan,1
de,daznbetde_CN_BG-7619,BKB,daznbetde,Brazil Paulista Women ,competition,CN_BG-7619,Brazil Paulista Women - Brazil,1
de,daznbetde_CN_BG-7737,BKB,daznbetde,FIBA Basketball World Cup ,competition,CN_BG-7737,FIBA Basketball World Cup - World,1
de,daznbetde_CN_BG-7746,BKB,daznbetde,Korea Republic Park Shin,competition,CN_BG-7746,Korea Republic Park Shin-Ja Cup Women - Asia,1
de,daznbetde_CN_BG-7791,BKB,daznbetde,Club Friendlies ,competition,CN_BG-7791,Club Friendlies - World,1
de,daznbetde_CN_BG-7798,BKB,daznbetde,Brazil Campeonato Estadual Amador Women ,competition,CN_BG-7798,Brazil Campeonato Estadual Amador Women - Brazil,1
de,daznbetde_CN_BG-7799,BKB,daznbetde,Brazil Catarinense Women ,competition,CN_BG-7799,Brazil Catarinense Women - Brazil,1
de,daznbetde_CN_BG-7816,BKB,daznbetde,Paraguay National League Women ,competition,CN_BG-7816,Paraguay National League Women - Paraguay,1
de,daznbetde_CN_BG-7817,BKB,daznbetde,Australia NBL Preseason ,competition,CN_BG-7817,Australia NBL Preseason - Australia,1
de,daznbetde_CN_BG-7818,BKB,daznbetde,Brazil LSB Liga B ,competition,CN_BG-7818,Brazil LSB Liga B - Brazil,1
de,daznbetde_CN_BG-7914,BKB,daznbetde,Italy Serie A2 Supercup ,competition,CN_BG-7914,Italy Serie A2 Supercup - Italy,1
de,daznbetde_CN_BG-7978,BKB,daznbetde,Europe BNXT Supercup ,competition,CN_BG-7978,Europe BNXT Supercup - Europe,1
de,daznbetde_CN_BG-8134,BKB,daznbetde,Czech Republic 1. Liga ,competition,CN_BG-8134,Czech Republic 1. Liga - Czech Republic,1
de,daznbetde_CN_BG-8163,BKB,daznbetde,Romania Cup ,competition,CN_BG-8163,Romania Cup - Romania,1
de,daznbetde_CN_BG-8164,BKB,daznbetde,France Supercup Women ,competition,CN_BG-8164,France Supercup Women - France,1
de,daznbetde_CN_BG-8203,BKB,daznbetde,Spain ACB Super Cup ,competition,CN_BG-8203,Spain ACB Super Cup - Spain,1
de,daznbetde_CN_BG-8213,BKB,daznbetde,Portugal Supercup ,competition,CN_BG-8213,Portugal Supercup - Portugal,1
de,daznbetde_CN_BG-8230,BKB,daznbetde,France Cup ,competition,CN_BG-8230,France Cup - France,1
de,daznbetde_CN_BG-8259,BKB,daznbetde,Cyprus Super Cup ,competition,CN_BG-8259,Cyprus Super Cup - Cyprus,1
de,daznbetde_CN_BG-8266,BKB,daznbetde,European North Basketball League ,competition,CN_BG-8266,European North Basketball League - Europe,1
de,daznbetde_CN_BG-8269,BKB,daznbetde,Europe Adriatic League Women ,competition,CN_BG-8269,Europe Adriatic League Women - Europe,1
de,daznbetde_CN_BG-8307,BKB,daznbetde,Greece Super Cup ,competition,CN_BG-8307,Greece Super Cup - Greece,1
de,daznbetde_CN_BG-8350,BKB,daznbetde,FIBA Eurocup Qualifiers Women ,competition,CN_BG-8350,FIBA Eurocup Qualifiers Women - Europe,1
de,daznbetde_CN_BG-8354,BKB,daznbetde,Italy Super Cup Women ,competition,CN_BG-8354,Italy Super Cup Women - Italy,1
de,daznbetde_CN_BG-8402,BKB,daznbetde,Austria Cup ,competition,CN_BG-8402,Austria Cup - Austria,1
de,daznbetde_CN_BG-8403,BKB,daznbetde,Romania Cup Women ,competition,CN_BG-8403,Romania Cup Women - Romania,1
de,daznbetde_CN_BG-8404,BKB,daznbetde,FIBA Intercontinental Cup ,competition,CN_BG-8404,FIBA Intercontinental Cup - World,1
de,daznbetde_CN_BG-8405,BKB,daznbetde,Europe Adriatic League 2 Qualification ,competition,CN_BG-8405,Europe Adriatic League 2 Qualification - Europe,1
de,daznbetde_CN_BG-8409,BKB,daznbetde,Brazil Catarinense ,competition,CN_BG-8409,Brazil Catarinense - Brazil,1
de,daznbetde_CN_BG-8457,BKB,daznbetde,North Macedonia Super Cup ,competition,CN_BG-8457,North Macedonia Super Cup - North Macedonia,1
de,daznbetde_CN_BG-8488,BKB,daznbetde,Japan Emperor Cup  ,competition,CN_BG-8488,Japan Emperor Cup  - Japan,1
de,daznbetde_CN_BG-8489,BKB,daznbetde,Turkey TBL ,competition,CN_BG-8489,Turkey TBL - Turkey,1
de,daznbetde_CN_BG-8490,BKB,daznbetde,Turkey TKBL Women ,competition,CN_BG-8490,Turkey TKBL Women - Turkey,1
de,daznbetde_CN_BG-8491,BKB,daznbetde,Club Friendlies Women ,competition,CN_BG-8491,Club Friendlies Women - World,1
de,daznbetde_CN_BG-8492,BKB,daznbetde,Turkey KBSL Women ,competition,CN_BG-8492,Turkey KBSL Women - Turkey,1
de,daznbetde_CN_BG-8493,BKB,daznbetde,France Leaders Cup Pro B ,competition,CN_BG-8493,France Leaders Cup Pro B - France,1
de,daznbetde_CN_BG-8494,BKB,daznbetde,Germany Cup ,competition,CN_BG-8494,Germany Cup - Germany,1
de,daznbetde_CN_BG-8495,BKB,daznbetde,Norway BLNO ,competition,CN_BG-8495,Norway BLNO - Norway,1
de,daznbetde_CN_BG-8496,BKB,daznbetde," Americas Basketball League Women ",competition,CN_BG-8496," Americas Basketball League Women - Americas",1
de,daznbetde_CN_BG-8527,BKB,daznbetde,Australia NBL ,competition,CN_BG-8527,Australia NBL - Australia,1
de,daznbetde_CN_BG-8531,BKB,daznbetde,Lithuania LMKL Women ,competition,CN_BG-8531,Lithuania LMKL Women - Lithuania,1
de,daznbetde_CN_BG-8537,BKB,daznbetde,Slovenia Supercup ,competition,CN_BG-8537,Slovenia Supercup - Slovenia,1
de,daznbetde_CN_BG-8549,BKB,daznbetde,Czech Republic Basketball League Women ,competition,CN_BG-8549,Czech Republic Basketball League Women - Czech Republic,1
de,daznbetde_CN_BG-8562,BKB,daznbetde,Slovenia Cup ,competition,CN_BG-8562,Slovenia Cup - Slovenia,1
de,daznbetde_CN_BG-8633,BKB,daznbetde,Estonia I Liiga ,competition,CN_BG-8633,Estonia I Liiga - Estonia,1
de,daznbetde_CN_BG-8634,BKB,daznbetde,Hungary Division A Women ,competition,CN_BG-8634,Hungary Division A Women - Hungary,1
de,daznbetde_CN_BG-8644,BKB,daznbetde,Slovakia Extraliga Women ,competition,CN_BG-8644,Slovakia Extraliga Women - Slovakia,1
de,daznbetde_CN_BG-8651,BKB,daznbetde,France Cup Women ,competition,CN_BG-8651,France Cup Women - France,1
de,daznbetde_CN_BG-8655,BKB,daznbetde,Serbia First League ,competition,CN_BG-8655,Serbia First League - Serbia,1
de,daznbetde_CN_BG-8662,BKB,daznbetde,Poland Super Cup Women ,competition,CN_BG-8662,Poland Super Cup Women - Poland,1
de,daznbetde_CN_BG-8688,BKB,daznbetde,Bulgaria Super Cup ,competition,CN_BG-8688,Bulgaria Super Cup - Bulgaria,1
de,daznbetde_CN_BG-8702,BKB,daznbetde,Georgia Dudu Dadiani Memorial ,competition,CN_BG-8702,Georgia Dudu Dadiani Memorial - Georgia,1
de,daznbetde_CN_BG-8703,BKB,daznbetde,Cyprus Super Cup Women ,competition,CN_BG-8703,Cyprus Super Cup Women - Cyprus,1
de,daznbetde_CN_BG-8770,BKB,daznbetde,Lithuania NKL ,competition,CN_BG-8770,Lithuania NKL - Lithuania,1
de,daznbetde_CN_BG-8838,BKB,daznbetde,Poland Basket Liga Women ,competition,CN_BG-8838,Poland Basket Liga Women - Poland,1
de,daznbetde_CN_BG-8839,BKB,daznbetde,Europe Adriatic League 2 ,competition,CN_BG-8839,Europe Adriatic League 2 - Europe,1
de,daznbetde_CN_BG-8873,BKB,daznbetde,Iceland First Division Women ,competition,CN_BG-8873,Iceland First Division Women - Iceland,1
de,daznbetde_CN_BG-8884,BKB,daznbetde,Switzerland Super Cup ,competition,CN_BG-8884,Switzerland Super Cup - Switzerland,1
de,daznbetde_CN_BG-8924,BKB,daznbetde,Iceland First Division ,competition,CN_BG-8924,Iceland First Division - Iceland,1
de,daznbetde_CN_BG-8926,BKB,daznbetde,Cyprus Division A Women ,competition,CN_BG-8926,Cyprus Division A Women - Cyprus,1
de,daznbetde_CN_BG-9027,BKB,daznbetde,Korea Republic Basketball Cup ,competition,CN_BG-9027,Korea Republic Basketball Cup - Korea Rep,1
de,daznbetde_CN_BG-9085,BKB,daznbetde,Georgia Super Cup ,competition,CN_BG-9085,Georgia Super Cup - Georgia,1
de,daznbetde_CN_BG-9119,BKB,daznbetde,Austria Superliga Women ,competition,CN_BG-9119,Austria Superliga Women - Austria,1
de,daznbetde_CN_BG-9120,BKB,daznbetde,Romania Division A Women ,competition,CN_BG-9120,Romania Division A Women - Romania,1
de,daznbetde_CN_BG-9183,BKB,daznbetde,Alpe Adria Cup ,competition,CN_BG-9183,Alpe Adria Cup - Europe,1
de,daznbetde_CN_BG-9321,BKB,daznbetde,Saudi Arabia Premier League ,competition,CN_BG-9321,Saudi Arabia Premier League - Saudi Arabia,1
de,daznbetde_CN_BG-9345,BKB,daznbetde,Philippines VisMin Super Cup ,competition,CN_BG-9345,Philippines VisMin Super Cup - Philippines,1
de,daznbetde_CN_BG-9365,BKB,daznbetde,Iceland Cup ,competition,CN_BG-9365,Iceland Cup - Iceland,1
de,daznbetde_CN_BG-9367,BKB,daznbetde,Uruguay Tercera de Ascenso ,competition,CN_BG-9367,Uruguay Tercera de Ascenso - Uruguay,1
de,daznbetde_CN_BG-9389,BKB,daznbetde,Iceland Cup Women ,competition,CN_BG-9389,Iceland Cup Women - Iceland,1
de,daznbetde_CN_BG-9513,BKB,daznbetde,Czech Republic Cup ,competition,CN_BG-9513,Czech Republic Cup - Czech Republic,1
de,daznbetde_CN_BG-9627,BKB,daznbetde,Australia WNBL ,competition,CN_BG-9627,Australia WNBL - Australia,1
de,daznbetde_CN_BG-9940,BKB,daznbetde,Croatia Cup Women ,competition,CN_BG-9940,Croatia Cup Women - Croatia,1
de,daznbetde_CN_MT-1031,BKB,daznbetde,Test Comp BasketBall,competition,CN_MT-1031,Test Comp BasketBall,1
de,daznbetde_CN_MT-1046,BKB,daznbetde,TestComp10,competition,CN_MT-1046,TestComp10,1
de,daznbetde_CN_MT-1048,BKB,daznbetde,CompetitionTest,competition,CN_MT-1048,CompetitionTest,1
de,daznbetde_CN_MT-1149,BKB,daznbetde,basekball of indian competation 2024,competition,CN_MT-1149,basekball of indian competation 2024,1
de,daznbetde_CN_MT-1186,BKB,daznbetde,New Test competition,competition,CN_MT-1186,New Test competition,1
de,daznbetde_CN_MT-1204,BKB,daznbetde,Test basketball competition  Croatia,competition,CN_MT-1204,Test basketball competition  Croatia,1
de,daznbetde_CN_MT-1213,BKB,daznbetde,Test BasketBall,competition,CN_MT-1213,Test BasketBall,1
de,daznbetde_CN_MT-1214,BKB,daznbetde,Competition Test In BKB,competition,CN_MT-1214,Competition Test In BKB,1
de,daznbetde_CN_MT-1218,BKB,daznbetde,test ods basketball usa,competition,CN_MT-1218,test ods basketball usa,1
de,daznbetde_CN_U-1007,BKB,daznbetde,Eurocup ,competition,CN_U-1007,Eurocup - International,1
de,daznbetde_CN_U-1008,BKB,daznbetde,Champions League ,competition,CN_U-1008,Champions League - International,1
de,daznbetde_CN_U-10091,BKB,daznbetde,Division 2 ,competition,CN_U-10091,Division 2 - Lebanon,1
de,daznbetde_CN_U-10101,BKB,daznbetde,"Division 1, Women ",competition,CN_U-10101,"Division 1, Women - Morocco",1
de,daznbetde_CN_U-10135,BKB,daznbetde,Paraense ,competition,CN_U-10135,Paraense - Brazil,1
de,daznbetde_CN_U-10138,BKB,daznbetde,U19 Junior ABA League ,competition,CN_U-10138,U19 Junior ABA League - International,1
de,daznbetde_CN_U-10220,BKB,daznbetde,EBL ,competition,CN_U-10220,EBL - Malaysia,1
de,daznbetde_CN_U-10232,BKB,daznbetde,"Liga I, Women ",competition,CN_U-10232,"Liga I, Women - Romania",1
de,daznbetde_CN_U-1030,BKB,daznbetde,National Invitation Tournament ,competition,CN_U-1030,National Invitation Tournament - USA,1
de,daznbetde_CN_U-1032,BKB,daznbetde,La Liga Federal ,competition,CN_U-1032,La Liga Federal - Argentina,1
de,daznbetde_CN_U-10378,BKB,daznbetde,"CIBABAJ, Women ",competition,CN_U-10378,"CIBABAJ, Women - Mexico",1
de,daznbetde_CN_U-10379,BKB,daznbetde,WASL Gulf League ,competition,CN_U-10379,WASL Gulf League - International,1
de,daznbetde_CN_U-10387,BKB,daznbetde,Liga Femenina 2 ,competition,CN_U-10387,Liga Femenina 2 - Spain,1
de,daznbetde_CN_U-10391,BKB,daznbetde,Liga EBA ,competition,CN_U-10391,Liga EBA - Spain,1
de,daznbetde_CN_U-10394,BKB,daznbetde,Copa Baixada ,competition,CN_U-10394,Copa Baixada - Brazil,1
de,daznbetde_CN_U-1044,BKB,daznbetde,LNB ,competition,CN_U-1044,LNB - Argentina,1
de,daznbetde_CN_U-10444,BKB,daznbetde,"SBL Cup, Women ",competition,CN_U-10444,"SBL Cup, Women - Switzerland",1
de,daznbetde_CN_U-10459,BKB,daznbetde,Belgium Cup ,competition,CN_U-10459,Belgium Cup - Belgium,1
de,daznbetde_CN_U-1046,BKB,daznbetde,Liga Superior ,competition,CN_U-1046,Liga Superior - Costa Rica,1
de,daznbetde_CN_U-10548,BKB,daznbetde,Hanoi Basketball Championship ,competition,CN_U-10548,Hanoi Basketball Championship - Vietnam,1
de,daznbetde_CN_U-10557,BKB,daznbetde,WASL West Asia ,competition,CN_U-10557,WASL West Asia - International,1
de,daznbetde_CN_U-10585,BKB,daznbetde,SBL Cup ,competition,CN_U-10585,SBL Cup - Switzerland,1
de,daznbetde_CN_U-1059,BKB,daznbetde,Cup ,competition,CN_U-1059,Cup - Azerbaijan,1
de,daznbetde_CN_U-10591,BKB,daznbetde,"Cup, Women ",competition,CN_U-10591,"Cup, Women - Belarus",1
de,daznbetde_CN_U-10609,BKB,daznbetde,"Hanoi Basketball Championship, Women ",competition,CN_U-10609,"Hanoi Basketball Championship, Women - Vietnam",1
de,daznbetde_CN_U-10631,BKB,daznbetde,Thailand Open ,competition,CN_U-10631,Thailand Open - Thailand,1
de,daznbetde_CN_U-10636,BKB,daznbetde,CBA Development League ,competition,CN_U-10636,CBA Development League - China,1
de,daznbetde_CN_U-10642,BKB,daznbetde,Cup ,competition,CN_U-10642,Cup - Belarus,1
de,daznbetde_CN_U-10647,BKB,daznbetde,Arab Nations Cup ,competition,CN_U-10647,Arab Nations Cup - International,1
de,daznbetde_CN_U-10655,BKB,daznbetde,LEB Plata ,competition,CN_U-10655,LEB Plata - Spain,1
de,daznbetde_CN_U-10698,BKB,daznbetde,"Cup, Women ",competition,CN_U-10698,"Cup, Women - Turkiye",1
de,daznbetde_CN_U-1070,BKB,daznbetde,KBBL ,competition,CN_U-1070,KBBL - Turkiye,1
de,daznbetde_CN_U-10700,BKB,daznbetde,All Star Game ,competition,CN_U-10700,All Star Game - France,1
de,daznbetde_CN_U-1076,BKB,daznbetde,B.League ,competition,CN_U-1076,B.League - Japan,1
de,daznbetde_CN_U-10774,BKB,daznbetde,Super Cup ,competition,CN_U-10774,Super Cup - Chile,1
de,daznbetde_CN_U-10859,BKB,daznbetde,"SBL, Women ",competition,CN_U-10859,"SBL, Women - Saudi Arabia",1
de,daznbetde_CN_U-1092,BKB,daznbetde,Premijer liga ,competition,CN_U-1092,Premijer liga - Croatia,1
de,daznbetde_CN_U-10935,BKB,daznbetde,BiH Cup ,competition,CN_U-10935,BiH Cup - Bosnia & Herzegovina,1
de,daznbetde_CN_U-10936,BKB,daznbetde,Saudi Basketball Federation Cup ,competition,CN_U-10936,Saudi Basketball Federation Cup - Saudi Arabia,1
de,daznbetde_CN_U-10969,BKB,daznbetde,Dubai International Championship ,competition,CN_U-10969,Dubai International Championship - International,1
de,daznbetde_CN_U-10982,BKB,daznbetde,Leaders Cup LNB ,competition,CN_U-10982,Leaders Cup LNB - France,1
de,daznbetde_CN_U-11015,BKB,daznbetde,Suomen Cup ,competition,CN_U-11015,Suomen Cup - Finland,1
de,daznbetde_CN_U-11023,BKB,daznbetde,"Suomen Cup, Women ",competition,CN_U-11023,"Suomen Cup, Women - Finland",1
de,daznbetde_CN_U-11038,BKB,daznbetde,Iraq Basketball Cup ,competition,CN_U-11038,Iraq Basketball Cup - Iraq,1
de,daznbetde_CN_U-1141,BKB,daznbetde,Super League ,competition,CN_U-1141,Super League - Israel,1
de,daznbetde_CN_U-11435,BKB,daznbetde,Cup ,competition,CN_U-11435,Cup - Montenegro,1
de,daznbetde_CN_U-1106,BKB,daznbetde,NBL ,competition,CN_U-1106,NBL - Uganda,1
de,daznbetde_CN_U-1107,BKB,daznbetde,Superettan ,competition,CN_U-1107,Superettan - Sweden,1
de,daznbetde_CN_U-11074,BKB,daznbetde,"Liga Unike, Women ",competition,CN_U-11074,"Liga Unike, Women - International",1
de,daznbetde_CN_U-1108,BKB,daznbetde,1. Division B ,competition,CN_U-1108,1. Division B - Finland,1
de,daznbetde_CN_U-11115,BKB,daznbetde,NBA All Star Game ,competition,CN_U-11115,NBA All Star Game - USA,1
de,daznbetde_CN_U-1113,BKB,daznbetde,U20 NB I ,competition,CN_U-1113,U20 NB I - Hungary,1
de,daznbetde_CN_U-1114,BKB,daznbetde,2. MLS ,competition,CN_U-1114,2. MLS - Serbia,1
de,daznbetde_CN_U-11143,BKB,daznbetde,Final Eight ,competition,CN_U-11143,Final Eight - Italy,1
de,daznbetde_CN_U-11165,BKB,daznbetde,Taca da Liga ,competition,CN_U-11165,Taca da Liga - Portugal,1
